Rule,Previous,Issues,Files,Commits,Milliseconds,AvgI,AvgF,Prediction
no-arrow-condition,0,0,0,0,0,0.0,0.0,0
semi-style,0,0,0,0,0,0.0,0.0,0
lines-between-class-members,2,0,0,0,35445279000,0.0,0.0,2
quotes,2,0,0,0,12431178000,0.0,0.0,2
no-caller,2,0,0,0,11604948000,0.0,0.0,2
no-lone-blocks,2,0,0,0,41142501000,0.0,0.0,2
no-new-require,2,0,0,0,29879515000,0.0,0.0,2
no-use-before-define,2,0.05718120805369128,0.8497267759562842,0,13826392000,0.011436241610738255,0.16994535519125684,2
no-fallthrough,2,0,0,0,19292320000,0.0,0.0,2
no-undef-init,2,0,0,0,70021932000,0.0,0.0,2
no-multi-spaces,0,0,0,0,0,0.0,0.0,0
nonblock-statement-body-position,0,0,0,0,0,0.0,0.0,0
no-redeclare,1,0,0,0,0,0.0,0.0,1
sort-imports,0,0,0,0,0,0.0,0.0,0
spaced-line-comment,0,0,0,0,0,0.0,0.0,0
new-cap,2,0,0,0,87631467000,0.0,0.0,2
comma-style,0,0,0,0,0,0.0,0.0,0
jsx-quotes,0,0,0,0,0,0.0,0.0,0
no-use-before-define,2,0,0,0,7783608000,0.0,0.0,2
no-redeclare,2,0.0035973154362416108,0.7950819672131147,0,3285000000,0.0007194630872483221,0.15901639344262294,2
no-loop-func,2,0.00046125461254612545,0.18604651162790697,0,14714634000,9.225092250922509e-05,0.037209302325581395,2
strict,2,0,0,0,21628208000,0.0,0.0,2
no-array-constructor,0,0,0,0,30486481000,0.0,0.0,0
no-redeclare,2,0,NaN,0,45750937000,0.0,nan,2
template-tag-spacing,0,0,0,0,0,0.0,0.0,0
no-unneeded-ternary,2,0,0,0,7702941000,0.0,0.0,2
func-style,0,0,0,0,0,0.0,0.0,0
space-after-keywords,0,0,0,0,13028000,0.0,0.0,0
space-before-function-paren,2,0.04343624161073825,0.8224043715846995,0,7696993000,0.00868724832214765,0.1644808743169399,2
no-return-assign,2,0,NaN,0,42519774000,0.0,nan,2
no-lonely-if,0,0,0,0,0,0.0,0.0,0
no-implied-eval,2,0,NaN,0,2470343000,0.0,nan,2
no-fallthrough,2,0,0,0,55661000,0.0,0.0,2
no-invalid-regexp,2,0,0,0,41163431000,0.0,0.0,2
no-var,0,0,0,0,0,0.0,0.0,0
no-implied-eval,2,0,NaN,0,45751972000,0.0,nan,2
no-labels,0,0,0,0,30486481000,0.0,0.0,0
no-alert,2,0,0,0,19222463000,0.0,0.0,2
space-after-keywords,2,0,0,0,0,0.0,0.0,2
no-empty-label,2,0.0011405109489051094,0.6666666666666666,0,10933980000,0.0002281021897810219,0.13333333333333333,2
no-empty-class,0,0,0,0,18579928000,0.0,0.0,0
lines-between-class-members,0,0,0,0,0,0.0,0.0,0
operator-linebreak,0,0,0,0,0,0.0,0.0,0
require-unicode-regexp,0,0,0,0,0,0.0,0.0,0
indent,2,0.09794114225892753,0.6166666666666667,0,43847840000,0.019588228451785504,0.12333333333333334,2
space-in-brackets,0,0,0,0,0,0.0,0.0,0
sort-vars,0,0,0,0,0,0.0,0.0,0
lines-around-comment,0,0,0,0,0,0.0,0.0,0
space-after-function-name,0,0,0,0,0,0.0,0.0,0
no-alert,1,0,0,0,0,0.0,0.0,1
space-before-blocks,2,0.027451436547632897,0.75,0,57841945000,0.00549028730952658,0.15,2
no-multi-str,2,0,0,0,25227028000,0.0,0.0,2
array-bracket-spacing,0,0,0,0,0,0.0,0.0,0
no-sequences,2,0,0,0,32132578000,0.0,0.0,2
no-unreachable,2,0,0,0,13871230000,0.0,0.0,2
no-template-curly-in-string,2,0,0,0,10827450000,0.0,0.0,2
generator-star-spacing,0,0,0,0,0,0.0,0.0,0
new-cap,0,0,0,0,0,0.0,0.0,0
camelcase,2,0,0,0,13197885000,0.0,0.0,2
wrap-iife,0,0,0,0,0,0.0,0.0,0
no-process-env,0,0,0,0,0,0.0,0.0,0
no-unused-vars,2,0,0,0,12457885000,0.0,0.0,2
space-after-keywords,0,0,0,0,13028000,0.0,0.0,0
no-case-declarations,2,0,0,0,112598469000,0.0,0.0,2
no-template-curly-in-string,0,0,0,0,0,0.0,0.0,0
require-unicode-regexp,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,98180247000,0.0,0.0,2
func-call-spacing,0,0,0,0,0,0.0,0.0,0
func-call-spacing,0,0,0,0,0,0.0,0.0,0
no-new-symbol,2,0,0,0,15548421000,0.0,0.0,2
no-case-declarations,2,0,0,0,91208325000,0.0,0.0,2
block-scoped-var,2,0,0,0,28445306000,0.0,0.0,2
no-multi-spaces,2,0.0005369127516778523,0.8442622950819673,0,9720579000,0.00010738255033557046,0.16885245901639345,2
no-new,2,0,0,0,13144551000,0.0,0.0,2
no-lonely-if,0,0,0,0,0,0.0,0.0,0
wrap-iife,2,0,0,0,68165717000,0.0,0.0,2
no-unneeded-ternary,2,0,NaN,0,72435524000,0.0,nan,2
no-shadow-restricted-names,2,0,0,0,51122284000,0.0,0.0,2
no-empty-character-class,2,0,0,0,24769772000,0.0,0.0,2
no-new-symbol,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,112366590000,0.0,0.0,2
yoda,0,0,0,0,0,0.0,0.0,0
prefer-rest-params,1,0,0,0,0,0.0,0.0,1
handle-callback-err,0,0,0,0,0,0.0,0.0,0
operator-linebreak,0,0,0,0,0,0.0,0.0,0
quote-props,0,0,0,0,0,0.0,0.0,0
no-extra-boolean-cast,2,0.00046125461254612545,0.11627906976744186,0,15937000,9.225092250922509e-05,0.023255813953488372,2
no-dupe-keys,2,0,0,0,17338714000,0.0,0.0,2
array-bracket-newline,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,135157498000,0.0,0.0,2
no-new-symbol,2,0,NaN,0,40785193000,0.0,nan,2
no-const-assign,2,0,0,0,12121550000,0.0,0.0,2
no-trailing-spaces,2,0.0003489589391648249,0.11666666666666667,0,84029982000,6.979178783296499e-05,0.023333333333333334,2
no-global-assign,2,0,0,0,20140363000,0.0,0.0,2
no-new-wrappers,2,0,0,0,24236071000,0.0,0.0,2
quotes,0,0,0,0,0,0.0,0.0,0
no-new,2,0,0,0,66916990000,0.0,0.0,2
no-invalid-regexp,2,0,0,0,6995728000,0.0,0.0,2
no-case-declarations,2,0,0,0,17379430000,0.0,0.0,2
line-comment-position,0,0,0,0,0,0.0,0.0,0
no-label-var,0,0,0,0,96144225000,0.0,0.0,0
space-after-keywords,0,0,0,0,13028000,0.0,0.0,0
no-debugger,0,0,0,0,30486481000,0.0,0.0,0
space-after-keywords,0,0,0,0,13028000,0.0,0.0,0
dot-notation,1,0,0,0,0,0.0,0.0,1
no-script-url,0,0,0,0,30486481000,0.0,0.0,0
symbol-description,2,0,0,0,22513774000,0.0,0.0,2
no-space-before-semi,0,0,0,0,0,0.0,0.0,0
no-script-url,0,0,0,0,30486481000,0.0,0.0,0
constructor-super,0,0,0,0,0,0.0,0.0,0
no-label-var,0,0,0,0,96144225000,0.0,0.0,0
no-empty-label,2,0.0020937536349889497,0.6,0,3261750000,0.00041875072699778994,0.12,2
no-compare-neg-zero,2,0,0,0,610804000,0.0,0.0,2
no-control-regex,2,0,0,0,10122717000,0.0,0.0,2
no-invalid-regexp,2,0,0,0,108447288000,0.0,0.0,2
no-case-declarations,2,0,0,0,147521366000,0.0,0.0,2
no-inner-declarations,2,0,NaN,0,41939895000,0.0,nan,2
rest-spread-spacing,2,0,NaN,0,40082381000,0.0,nan,2
no-unreachable,2,0,0,0,107340681000,0.0,0.0,2
no-redeclare,1,0,0,0,0,0.0,0.0,1
wrap-iife,2,0.0003489589391648249,0.35,0,51345189000,6.979178783296499e-05,0.06999999999999999,2
no-new-wrappers,2,0,0,0,48579057000,0.0,0.0,2
space-unary-ops,0,0,0,0,0,0.0,0.0,0
no-dupe-args,2,0,0,0,12325332000,0.0,0.0,2
new-parens,2,0.006426735218508998,0.9130434782608695,0,18833936000,0.0012853470437017996,0.1826086956521739,2
no-unused-expressions,0,0,0,0,0,0.0,0.0,0
operator-linebreak,2,0,NaN,0,42174867000,0.0,nan,2
no-empty-character-class,2,0,0,0,4579762000,0.0,0.0,2
lines-around-directive,2,0,0,0,17209397000,0.0,0.0,2
no-with,2,0,0,0,45558945000,0.0,0.0,2
array-element-newline,0,0,0,0,0,0.0,0.0,0
use-isnan,2,0,0,0,19079011000,0.0,0.0,2
generator-star-spacing,0,0,0,0,0,0.0,0.0,0
no-delete-var,2,0,0,0,96293303000,0.0,0.0,2
require-jsdoc,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,98614351000,0.0,0.0,2
indent,0,0,0,0,30486481000,0.0,0.0,0
no-control-regex,2,0.00023263929277654997,0.4,0,124884983000,4.652785855530999e-05,0.08,2
no-eq-null,0,0,0,0,13109000,0.0,0.0,0
camelcase,0,0,0,0,0,0.0,0.0,0
no-wrap-func,2,0.0026753518669303247,0.8166666666666667,0,10641627000,0.0005350703733860649,0.16333333333333333,2
no-sync,0,0,0,0,0,0.0,0.0,0
no-underscore-dangle,0,0,0,0,0,0.0,0.0,0
no-extra-semi,0,0,0,0,0,0.0,0.0,0
no-warning-comments,0,0,0,0,0,0.0,0.0,0
no-new-func,2,0,0,0,26449696000,0.0,0.0,2
no-else-return,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,99055189000,0.0,0.0,2
prefer-destructuring,2,0.023809523809523808,0.644927536231884,0,7096979000,0.0047619047619047615,0.1289855072463768,2
no-case-declarations,2,0,0,0,96205593000,0.0,0.0,2
no-multi-spaces,0,0,0,0,0,0.0,0.0,0
no-constant-condition,2,0.008161073825503356,0.42349726775956287,0,29121410000,0.0016322147651006713,0.08469945355191258,2
no-iterator,0,0,0,0,0,0.0,0.0,0
no-floating-decimal,2,0,NaN,0,41816834000,0.0,nan,2
no-proto,2,0,0,0,1690308000,0.0,0.0,2
space-after-keywords,0,0,0,0,21167592000,0.0,0.0,0
no-case-declarations,2,0,0,0,102359007000,0.0,0.0,2
no-console,2,0.0004832214765100671,0.03551912568306011,0,352450000,9.664429530201342e-05,0.007103825136612021,2
no-spaced-func,2,0,0,0,92748526000,0.0,0.0,2
no-negated-condition,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,134299648000,0.0,0.0,2
no-reserved-keys,0,0,0,0,0,0.0,0.0,0
no-loop-func,2,0.0009225092250922509,0.16279069767441862,0,3119347000,0.00018450184501845018,0.03255813953488372,2
no-process-exit,0,0,0,0,0,0.0,0.0,0
no-duplicate-case,2,0,0,0,8918451000,0.0,0.0,2
radix,2,0,0,0,75471989000,0.0,0.0,2
no-case-declarations,2,0,0,0,120046103000,0.0,0.0,2
prefer-reflect,0,0,0,0,0,0.0,0.0,0
no-tabs,0,0,0,0,0,0.0,0.0,0
no-invalid-regexp,2,0,0,0,111482622000,0.0,0.0,2
jsx-quotes,0,0,0,0,0,0.0,0.0,0
curly,0,0,0,0,0,0.0,0.0,0
no-shadow,0,0,0,0,0,0.0,0.0,0
no-undef,2,0,0,0,26879989000,0.0,0.0,2
no-tabs,0,0,0,0,0,0.0,0.0,0
init-declarations,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,6485689000,0.0,0.0,2
no-iterator,2,0,0,0,55238303000,0.0,0.0,2
no-global-assign,2,0,0,0,17796992000,0.0,0.0,2
new-parens,0,0,0,0,0,0.0,0.0,0
no-fallthrough,2,0.00016107382550335572,0.8469945355191257,0,2457365000,3.2214765100671146e-05,0.16939890710382516,2
no-new-wrappers,2,0,0,0,17647691000,0.0,0.0,2
no-implied-eval,2,0,0,0,17931113000,0.0,0.0,2
block-spacing,0,0,0,0,0,0.0,0.0,0
indent-legacy,0,0,0,0,0,0.0,0.0,0
no-extra-semi,0,0,0,0,0,0.0,0.0,0
quotes,0,0,0,0,0,0.0,0.0,0
no-ex-assign,2,0,0,0,79434312000,0.0,0.0,2
no-space-before-semi,0,0,0,0,0,0.0,0.0,0
wrap-regex,0,0,0,0,0,0.0,0.0,0
no-new-wrappers,2,0,0,0,55943844000,0.0,0.0,2
no-use-before-define,0,0,0,0,0,0.0,0.0,0
no-redeclare,1,0,0,0,0,0.0,0.0,1
no-warning-comments,0,0,0,0,0,0.0,0.0,0
no-labels,2,0,0,0,95864291000,0.0,0.0,2
no-extra-parens,2,0,NaN,0,42519784000,0.0,nan,2
one-var,0,0,0,0,0,0.0,0.0,0
no-path-concat,2,0,NaN,0,39907570000,0.0,nan,2
no-eval,2,0,0,0,1842471000,0.0,0.0,2
no-unused-expressions,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,93037719000,0.0,0.0,2
accessor-pairs,0,0,0,0,0,0.0,0.0,0
generator-star-spacing,0,0,0,0,0,0.0,0.0,0
no-lonely-if,0,0,0,0,0,0.0,0.0,0
no-lonely-if,0,0,0,0,0,0.0,0.0,0
spaced-comment,2,0,0,0,17403673000,0.0,0.0,2
require-jsdoc,0,0,0,0,0,0.0,0.0,0
no-use-before-define,0,0,0,0,0,0.0,0.0,0
no-self-compare,2,0,0,0,69478261000,0.0,0.0,2
no-native-reassign,1,0,0,0,0,0.0,0.0,1
yield-star-spacing,0,0,0,0,0,0.0,0.0,0
no-octal-escape,2,0,0,0,12157136000,0.0,0.0,2
no-obj-calls,2,0,0,0,89215394000,0.0,0.0,2
no-func-assign,0,0,0,0,0,0.0,0.0,0
no-extend-native,2,0,0,0,52877186000,0.0,0.0,2
no-cond-assign,2,0,NaN,0,40084022000,0.0,nan,2
block-spacing,0,0,0,0,0,0.0,0.0,0
keyword-spacing,2,0,0,0,24601778000,0.0,0.0,2
no-restricted-properties,2,0,0,0,21900256000,0.0,0.0,2
no-tabs,0,0,0,0,0,0.0,0.0,0
rest-spread-spacing,0,0,0,0,0,0.0,0.0,0
no-return-assign,2,0,0,0,16888282000,0.0,0.0,2
no-extra-boolean-cast,2,0,0,0,33587036000,0.0,0.0,2
semi-style,0,0,0,0,0,0.0,0.0,0
no-duplicate-case,2,0,0,0,13753192000,0.0,0.0,2
no-extra-semi,0,0,0,0,0,0.0,0.0,0
valid-typeof,2,0,0,0,13300792000,0.0,0.0,2
no-implicit-coercion,0,0,0,0,0,0.0,0.0,0
no-script-url,2,0,0,0,48106640000,0.0,0.0,2
new-cap,0,0,0,0,0,0.0,0.0,0
no-extra-semi,0,0,0,0,0,0.0,0.0,0
max-depth,0,0,0,0,0,0.0,0.0,0
no-mixed-spaces-and-tabs,0,0,0,0,0,0.0,0.0,0
no-duplicate-case,2,0,0,0,86506550000,0.0,0.0,2
func-name-matching,0,0,0,0,0,0.0,0.0,0
no-useless-constructor,2,0,0,0,4870945000,0.0,0.0,2
no-path-concat,2,0,0,0,80200761000,0.0,0.0,2
object-property-newline,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,92650035000,0.0,0.0,2
camelcase,0,0,0,0,0,0.0,0.0,0
no-negated-in-lhs,2,0,0,0,53263603000,0.0,0.0,2
id-length,0,0,0,0,0,0.0,0.0,0
no-new,2,0,0,0,55838539000,0.0,0.0,2
key-spacing,2,0.011631964638827498,0.08333333333333333,0,74851109000,0.0023263929277654995,0.016666666666666666,2
computed-property-spacing,0,0,0,0,0,0.0,0.0,0
eqeqeq,2,0,0,0,28330736000,0.0,0.0,2
no-empty-class,0,0,0,0,18579928000,0.0,0.0,0
dot-location,0,0,0,0,0,0.0,0.0,0
spaced-line-comment,0,0,0,0,0,0.0,0.0,0
no-trailing-spaces,2,0.00005815982319413749,0.8333333333333334,0,55646766000,1.1631964638827498e-05,0.16666666666666669,2
valid-jsdoc,0,0,0,0,30486481000,0.0,0.0,0
no-lonely-if,0,0,0,0,0,0.0,0.0,0
no-fallthrough,2,0,0,0,41179730000,0.0,0.0,2
no-case-declarations,2,0,0,0,92834049000,0.0,0.0,2
space-after-keywords,0,0,0,0,0,0.0,0.0,0
keyword-spacing,0,0,0,0,0,0.0,0.0,0
space-in-brackets,0,0,0,0,0,0.0,0.0,0
no-shadow,0,0,0,0,0,0.0,0.0,0
key-spacing,0,0,0,0,0,0.0,0.0,0
array-element-newline,0,0,0,0,0,0.0,0.0,0
no-trailing-spaces,2,0,0,0,67344965000,0.0,0.0,2
generator-star-spacing,0,0,0,0,0,0.0,0.0,0
for-direction,2,0,0,0,26003732000,0.0,0.0,2
no-sequences,2,0,0,0,66485952000,0.0,0.0,2
spaced-line-comment,0,0,0,0,0,0.0,0.0,0
wrap-regex,0,0,0,0,0,0.0,0.0,0
consistent-this,0,0,0,0,0,0.0,0.0,0
no-reserved-keys,0,0,0,0,0,0.0,0.0,0
space-return-throw-case,2,0.01664429530201342,0.8497267759562842,0,255401000,0.003328859060402684,0.16994535519125684,2
comma-spacing,2,0,NaN,0,41781588000,0.0,nan,2
no-useless-rename,2,0,0,0,1769122000,0.0,0.0,2
space-before-blocks,0,0,0,0,96144225000,0.0,0.0,0
space-unary-ops,2,0.0017181208053691276,0.42349726775956287,0,95236252000,0.0003436241610738255,0.08469945355191258,2
no-extend-native,0,0,0,0,30486481000,0.0,0.0,0
use-isnan,2,0,0,0,46824836000,0.0,0.0,2
wrap-iife,0,0,0,0,0,0.0,0.0,0
no-inner-declarations,1,0,0,0,0,0.0,0.0,1
no-dupe-class-members,0,0,0,0,30486481000,0.0,0.0,0
no-loop-func,2,0.0004295302013422819,0.4262295081967213,0,62835645000,8.590604026845638e-05,0.08524590163934426,2
space-infix-ops,2,0,0,0,895639000,0.0,0.0,2
no-control-regex,2,0,0,0,12715111000,0.0,0.0,2
no-extra-boolean-cast,2,0,0,0,10419368000,0.0,0.0,2
consistent-return,0,0,0,0,0,0.0,0.0,0
no-space-before-semi,0,0,0,0,0,0.0,0.0,0
no-unneeded-ternary,2,0,0,0,4067343000,0.0,0.0,2
no-console,0,0,0,0,0,0.0,0.0,0
semi,0,0,0,0,0,0.0,0.0,0
func-name-matching,0,0,0,0,0,0.0,0.0,0
no-script-url,2,0,0,0,48949898000,0.0,0.0,2
indent-legacy,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,103300622000,0.0,0.0,2
no-shadow-restricted-names,2,0,0,0,23394830000,0.0,0.0,2
indent,2,0.2176340583924625,0.48333333333333334,0,69339982000,0.0435268116784925,0.09666666666666666,2
no-warning-comments,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,89574265000,0.0,0.0,2
no-misleading-character-class,0,0,0,0,0,0.0,0.0,0
no-dupe-keys,2,0,0,0,13136635000,0.0,0.0,2
no-else-return,2,0.07142857142857142,0.6086956521739131,0,4756645000,0.014285714285714285,0.12173913043478261,2
no-func-assign,0,0,0,0,30486481000,0.0,0.0,0
space-after-keywords,2,0,0,0,0,0.0,0.0,2
no-case-declarations,2,0,0,0,109672515000,0.0,0.0,2
keyword-spacing,2,0,NaN,0,42943621000,0.0,nan,2
no-empty,2,0,0,0,53354825000,0.0,0.0,2
radix,2,0,0,0,52877186000,0.0,0.0,2
no-iterator,2,0,0,0,81615423000,0.0,0.0,2
sort-imports,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,135208061000,0.0,0.0,2
no-case-declarations,2,0,0,0,98187456000,0.0,0.0,2
no-unsafe-finally,2,0,0,0,20422239000,0.0,0.0,2
no-unused-vars,0,0,0,0,0,0.0,0.0,0
max-nested-callbacks,0,0,0,0,0,0.0,0.0,0
callback-return,0,0,0,0,0,0.0,0.0,0
no-new-wrappers,2,0,0,0,90932550000,0.0,0.0,2
semi-spacing,2,0,NaN,0,3294524000,0.0,nan,2
no-path-concat,2,0,0,0,12697513000,0.0,0.0,2
no-self-compare,2,0,0,0,84363082000,0.0,0.0,2
no-regex-spaces,2,0,0,0,1598650000,0.0,0.0,2
no-multi-spaces,0,0,0,0,0,0.0,0.0,0
no-case-declarations,2,0,0,0,101119707000,0.0,0.0,2
comma-dangle,2,0.0014496644295302014,0.8360655737704918,0,7787066000,0.0002899328859060403,0.16721311475409836,2
prefer-rest-params,1,0,0,0,0,0.0,0.0,1
wrap-iife,2,0.0006397580551355124,0.8666666666666667,0,55665898000,0.00012795161102710249,0.17333333333333334,2
no-extra-parens,2,0,0,0,40710123000,0.0,0.0,2
no-param-reassign,2,0.014604026845637583,0.8524590163934426,0,709543000,0.0029208053691275166,0.17049180327868851,2
no-caller,2,0,0,0,27748126000,0.0,0.0,2
no-unreachable,2,0,0,0,7350513000,0.0,0.0,2
radix,2,0,0,0,67087240000,0.0,0.0,2
new-cap,2,0,0,0,14774733000,0.0,0.0,2
no-native-reassign,2,0,0,0,26446055000,0.0,0.0,2
no-empty,2,0.0004832214765100671,0.8278688524590164,0,5543198000,9.664429530201342e-05,0.16557377049180327,2
prefer-arrow-callback,0,0,0,0,0,0.0,0.0,0
no-comma-dangle,1,0,0,0,0,0.0,0.0,1
quotes,0,0,0,0,0,0.0,0.0,0
no-empty-character-class,2,0,0,0,7925442000,0.0,0.0,2
no-multi-spaces,2,0,NaN,0,49857757000,0.0,nan,2
no-sync,0,0,0,0,0,0.0,0.0,0
no-empty,2,0,0,0,53086837000,0.0,0.0,2
no-control-regex,2,0,0,0,30033243000,0.0,0.0,2
space-infix-ops,2,0,0,0,12431370000,0.0,0.0,2
no-dupe-class-members,2,0,0,0,24615762000,0.0,0.0,2
consistent-return,0,0,0,0,0,0.0,0.0,0
no-comma-dangle,1,0,0,0,0,0.0,0.0,1
no-obj-calls,2,0,0,0,20110084000,0.0,0.0,2
radix,2,0,0,0,52006223000,0.0,0.0,2
no-extra-boolean-cast,2,0,0,0,9956000,0.0,0.0,2
rest-spread-spacing,0,0,0,0,0,0.0,0.0,0
sort-vars,0,0,0,0,0,0.0,0.0,0
global-require,0,0,0,0,0,0.0,0.0,0
object-property-newline,0,0,0,0,0,0.0,0.0,0
operator-assignment,0,0,0,0,0,0.0,0.0,0
class-methods-use-this,0,0,0,0,5933000,0.0,0.0,0
key-spacing,2,0.24839331619537275,0.7391304347826086,0,17964509000,0.04967866323907455,0.14782608695652172,2
comma-spacing,2,0.05583343026637199,0.6,0,61030526000,0.011166686053274397,0.12,2
no-case-declarations,2,0,0,0,116742669000,0.0,0.0,2
brace-style,0,0,0,0,0,0.0,0.0,0
lines-between-class-members,2,0.40476190476190477,0.7246376811594203,0,13759295000,0.08095238095238096,0.14492753623188406,2
no-array-constructor,2,0,0,0,10907891000,0.0,0.0,2
prefer-promise-reject-errors,2,0,0,0,8716447000,0.0,0.0,2
prefer-arrow-callback,0,0,0,0,0,0.0,0.0,0
no-regex-spaces,1,0,0,0,0,0.0,0.0,1
space-before-function-paren,0,0,0,0,0,0.0,0.0,0
no-lone-blocks,0,0,0,0,96144225000,0.0,0.0,0
no-implied-eval,2,0,0,0,3624746000,0.0,0.0,2
no-unmodified-loop-condition,0,0,0,0,0,0.0,0.0,0
no-implied-eval,2,0,0,0,55342711000,0.0,0.0,2
wrap-iife,2,0.0003489589391648249,0.35,0,50846779000,6.979178783296499e-05,0.06999999999999999,2
no-void,2,0,0,0,14277882000,0.0,0.0,2
accessor-pairs,0,0,0,0,0,0.0,0.0,0
no-alert,2,0,0,0,15833011000,0.0,0.0,2
no-extra-boolean-cast,2,0,0,0,16827815000,0.0,0.0,2
no-with,0,0,0,0,96144225000,0.0,0.0,0
no-extra-semi,2,0,0,0,35053542000,0.0,0.0,2
no-return-await,2,0,0,0,20433202000,0.0,0.0,2
no-irregular-whitespace,2,0,0,0,97129286000,0.0,0.0,2
consistent-return,0,0,0,0,0,0.0,0.0,0
no-compare-neg-zero,0,0,0,0,0,0.0,0.0,0
no-cond-assign,2,0,NaN,0,42978159000,0.0,nan,2
key-spacing,2,0,0,0,18014846000,0.0,0.0,2
no-class-assign,2,0,NaN,0,25176657000,0.0,nan,2
no-eval,2,0.00046125461254612545,0.18604651162790697,0,26445425000,9.225092250922509e-05,0.037209302325581395,2
no-catch-shadow,2,0.00011631964638827499,0.36666666666666664,0,53822779000,2.3263929277654997e-05,0.07333333333333333,2
no-useless-escape,0,0,0,0,0,0.0,0.0,0
newline-after-var,0,0,0,0,0,0.0,0.0,0
no-redeclare,2,0.0032569500988716992,0.43333333333333335,0,30475687000,0.0006513900197743399,0.08666666666666667,2
new-parens,0,0,0,0,96144225000,0.0,0.0,0
no-unused-expressions,2,0,0,0,12640337000,0.0,0.0,2
default-case,2,0,0,0,31118289000,0.0,0.0,2
no-iterator,2,0,0,0,3291322000,0.0,0.0,2
valid-typeof,2,0,NaN,0,42978159000,0.0,nan,2
no-new-wrappers,2,0,0,0,233562000,0.0,0.0,2
no-alert,0,0,0,0,96144225000,0.0,0.0,0
space-after-keywords,0,0,0,0,0,0.0,0.0,0
getter-return,2,0,0,0,20068202000,0.0,0.0,2
no-multi-assign,0,0,0,0,0,0.0,0.0,0
no-constant-condition,1,0,0,0,0,0.0,0.0,1
space-in-parens,2,0,NaN,0,25060341000,0.0,nan,2
operator-linebreak,0,0,0,0,0,0.0,0.0,0
object-curly-spacing,0,0,0,0,0,0.0,0.0,0
spaced-comment,2,0,0,0,15427737000,0.0,0.0,2
no-case-declarations,2,0,0,0,107181694000,0.0,0.0,2
no-multi-spaces,2,0,0,0,12934004000,0.0,0.0,2
yoda,2,0,0,0,12553238000,0.0,0.0,2
implicit-arrow-linebreak,0,0,0,0,0,0.0,0.0,0
wrap-regex,0,0,0,0,0,0.0,0.0,0
no-proto,2,0,0,0,63418177000,0.0,0.0,2
no-path-concat,2,0,0,0,80806022000,0.0,0.0,2
no-constant-condition,2,0,0,0,21492660000,0.0,0.0,2
no-var,0,0,0,0,0,0.0,0.0,0
indent-legacy,0,0,0,0,0,0.0,0.0,0
no-new,2,0,0,0,9917409000,0.0,0.0,2
semi-spacing,2,0,0,0,22951421000,0.0,0.0,2
no-new,2,0,0,0,68599983000,0.0,0.0,2
no-eval,2,0,0,0,1284305000,0.0,0.0,2
no-new-wrappers,0,0,0,0,30486481000,0.0,0.0,0
no-unused-vars,0,0,0,0,0,0.0,0.0,0
no-redeclare,1,0,0,0,0,0.0,0.0,1
no-space-before-semi,0,0,0,0,0,0.0,0.0,0
no-template-curly-in-string,2,0,NaN,0,40458909000,0.0,nan,2
no-mixed-operators,2,0.09098567818028644,0.22784810126582278,0,896635000,0.018197135636057286,0.04556962025316456,2
no-invalid-this,0,0,0,0,0,0.0,0.0,0
no-empty-pattern,2,0,0,0,17362194000,0.0,0.0,2
no-undefined,0,0,0,0,0,0.0,0.0,0
no-path-concat,2,0,NaN,0,42174696000,0.0,nan,2
no-delete-var,2,0,0,0,119879070000,0.0,0.0,2
no-invalid-regexp,2,0,0,0,72285002000,0.0,0.0,2
no-undef-init,2,0,0,0,42139444000,0.0,0.0,2
template-curly-spacing,0,0,0,0,30486481000,0.0,0.0,0
no-confusing-arrow,0,0,0,0,0,0.0,0.0,0
wrap-iife,2,0.00023263929277654997,0.26666666666666666,0,42068146000,4.652785855530999e-05,0.05333333333333333,2
no-restricted-modules,0,0,0,0,0,0.0,0.0,0
no-underscore-dangle,0,0,0,0,0,0.0,0.0,0
space-return-throw-case,0,0,0,0,0,0.0,0.0,0
block-scoped-var,0,0,0,0,0,0.0,0.0,0
no-new-wrappers,2,0,0,0,46440080000,0.0,0.0,2
space-unary-word-ops,0,0,0,0,0,0.0,0.0,0
no-trailing-spaces,2,0,0,0,49619457000,0.0,0.0,2
space-in-parens,0,0,0,0,0,0.0,0.0,0
no-duplicate-case,2,0,0,0,17533514000,0.0,0.0,2
no-ex-assign,2,0,0,0,84247417000,0.0,0.0,2
newline-per-chained-call,2,0,0,0,14303023000,0.0,0.0,2
array-callback-return,0,0,0,0,0,0.0,0.0,0
require-atomic-updates,0,0,0,0,0,0.0,0.0,0
